dataMatrix	HU_neg_011_b2	HU_neg_014_b2	HU_neg_015_b2	HU_neg_017	HU_neg_018	HU_neg_019_b2	HU_neg_020	HU_neg_021	HU_neg_022_b2	HU_neg_023_b2	HU_neg_024_b2	HU_neg_025_b2	HU_neg_026_b2	HU_neg_027	HU_neg_028	HU_neg_029_b2	HU_neg_030_b2	HU_neg_031_b2	HU_neg_032	HU_neg_033_b2	HU_neg_034	HU_neg_035_b2	HU_neg_036_b2	HU_neg_037	HU_neg_039_b2	HU_neg_040_b2	HU_neg_041	HU_neg_042_b2	HU_neg_043	HU_neg_044	HU_neg_045_b2	HU_neg_046_b2	HU_neg_047	HU_neg_048	HU_neg_049	HU_neg_050	HU_neg_051	HU_neg_052	HU_neg_053_b2	HU_neg_054_b2	HU_neg_055	HU_neg_056_b2	HU_neg_057_b2	HU_neg_058_b2	HU_neg_060	HU_neg_061	HU_neg_062_b2	HU_neg_063_b2	HU_neg_064	HU_neg_065	HU_neg_066	HU_neg_067_b2	HU_neg_068	HU_neg_069_b2	HU_neg_070_b2	HU_neg_072	HU_neg_073_b2	HU_neg_074_b2	HU_neg_075_b2	HU_neg_076_b2	HU_neg_077	HU_neg_078	HU_neg_079	HU_neg_080_b2	HU_neg_081_b2	HU_neg_082_b2	HU_neg_083	HU_neg_084_b2	HU_neg_085_b2	HU_neg_086	HU_neg_087_b2	HU_neg_088	HU_neg_089	HU_neg_090	HU_neg_091	HU_neg_092_b2	HU_neg_093	HU_neg_094	HU_neg_095_b2	HU_neg_096_b2	HU_neg_097_b2	HU_neg_098_b2	HU_neg_099	HU_neg_100	HU_neg_101	HU_neg_102_b2	HU_neg_103_b2	HU_neg_105	HU_neg_106_b2	HU_neg_107	HU_neg_108	HU_neg_109	HU_neg_110	HU_neg_112_b2	HU_neg_113_b2	HU_neg_114_b2	HU_neg_115_b2	HU_neg_116	HU_neg_117_b2	HU_neg_118	HU_neg_119_b2	HU_neg_120_b2	HU_neg_121_b2	HU_neg_122_b2	HU_neg_123	HU_neg_124_b2	HU_neg_125	HU_neg_126	HU_neg_127	HU_neg_129_b2	HU_neg_130	HU_neg_131	HU_neg_132	HU_neg_133	HU_neg_134	HU_neg_135_b2	HU_neg_136_b2	HU_neg_137_b2	HU_neg_138	HU_neg_139_b2	HU_neg_140_b2	HU_neg_142_b2	HU_neg_143_b2	HU_neg_144	HU_neg_145_b2	HU_neg_147_b2	HU_neg_148	HU_neg_149	HU_neg_150	HU_neg_152	HU_neg_154	HU_neg_156	HU_neg_157	HU_neg_158	HU_neg_159_b2	HU_neg_160_b2	HU_neg_162_b2	HU_neg_163	HU_neg_164_b2	HU_neg_166_b2	HU_neg_167_b2	HU_neg_168_b2	HU_neg_169_b2	HU_neg_170	HU_neg_171	HU_neg_172	HU_neg_173	HU_neg_174	HU_neg_175	HU_neg_177_b2	HU_neg_179	HU_neg_180	HU_neg_181	HU_neg_182	HU_neg_183_b2	HU_neg_184	HU_neg_185	HU_neg_186	HU_neg_188_b2	HU_neg_189	HU_neg_190_b2	HU_neg_191_b2	HU_neg_192	HU_neg_193_b2	HU_neg_194_b2	HU_neg_195_b2	HU_neg_196	HU_neg_197_b2	HU_neg_198_b2	HU_neg_199_b2	HU_neg_200	HU_neg_201	HU_neg_202	HU_neg_203_b2	HU_neg_204	HU_neg_205_b2	HU_neg_206_b2	HU_neg_207	HU_neg_208	HU_neg_209
M197.0811T356	1.630648136	1.75206661	1.818125922	0.998566174	0.828822524	1.699830146	0	0.977684282	2.077086405	2.56308768	2.35479023	1.605156624	0.97570388	1.853307158	0	1.261159749	1.744346829	2.114001335	1.518577329	1.455554472	1.562322955	1.908560018	2.671081119	0	2.161069776	1.734934296	0	1.043075769	1.861561035	1.97019503	1.769665039	1.695471593	0.84292833	0	0	2.007473383	1.722738794	1.863883482	1.364943026	1.636103282	0.883440034	1.260419145	1.504113651	0.797420332	0	0	1.744130987	1.354036865	1.988111121	2.603656563	0.738731004	2.878087769	1.513540558	0	1.299064857	0.754539597	1.626785793	1.049837911	1.417353081	1.851857517	1.006220687	1.234754078	0	2.772488181	1.502143661	1.460962232	1.193478751	2.431686023	1.609590857	2.006972915	1.438912887	1.357732656	0.92847223	1.92871765	1.464754356	1.939017602	2.130456503	0.771705041	1.566954053	1.466774639	1.510333091	1.484859846	0	0.950747106	0	1.75569075	1.386601874	1.697870059	3.012897779	1.251422501	0	1.484830458	0.990778868	1.541976943	1.280199604	1.33399606	2.506391724	1.822849294	2.167493729	1.90081462	1.012785551	1.627575715	1.962074669	1.820660664	0	1.736055654	1.831792092	1.857197854	1.539432964	2.84460565	1.887753698	2.167371318	2.372036481	1.179183044	1.936238715	1.716844058	2.242772064	1.891394439	0	1.834776997	1.571604035	2.895887309	1.623170456	1.060577677	2.995961759	1.933187565	2.038336288	1.699990031	2.151107443	2.517024167	1.735862862	1.542894479	2.290817883	1.261935439	1.65270282	1.805941765	2.176764874	2.329881652	1.363495037	1.43787753	2.136500906	1.89198903	1.930943182	2.405921168	2.61141683	1.578834121	1.894019578	1.06676885	3.153153107	1.478727911	1.611671833	2.343809893	1.205756605	1.930861175	2.166489362	1.863944502	1.724294028	2.202157385	2.388642304	1.607812126	1.568124293	1.787734735	1.395475325	1.423102148	2.425708124	1.899866362	1.033835989	1.516646089	1.985699116	0.873781842	2.150807987	1.579694645	0.916952637	1.507139893	2.622933477	1.978507729	1.732106344	0	2.486203027	2.355355628
M197.9861T346	1.252366184	1.61841507	2.517867126	0	2.010100714	1.224990723	0	1.516222169	0	2.704813459	0.95867742	0	0.893438134	1.674549315	1.422090058	1.540756498	2.820061224	3.16064877	2.45733151	0.921874964	2.896459378	1.17810486	2.75510426	2.608396762	1.101947248	2.255978041	0	1.210478471	1.022243631	1.121087429	0	2.365814053	0	1.625681606	1.246662891	2.215309632	0	2.242338787	0	1.170244655	1.172477364	1.33837011	0.967687993	1.759737904	1.498176997	1.305230927	2.369139402	0	0	1.631830652	1.356179114	1.662039353	2.059565929	1.250108204	2.361867869	1.347250362	2.755490197	1.439616376	0.844680311	1.956355525	1.007435416	1.311783184	1.228903407	0	1.645484371	3.135001922	1.759861361	0	1.290019909	2.957206016	1.374292199	2.698009001	2.124127848	1.327071477	3.079188011	2.691222224	0	2.016261652	2.230444955	0.826554627	2.813790656	1.423204676	2.220820498	2.593174199	0	0	2.588835028	1.201192923	0	3.271242353	1.83782783	0	0	1.702282058	1.037996195	1.496060512	0	1.509705771	0	0	0.862227976	0.946392988	1.377197449	1.690969048	0	2.710575579	1.046410241	1.924376331	1.267969331	1.338774299	0	3.363048069	1.91219225	1.485638662	1.000694832	2.549561301	0	1.841534774	1.551337496	2.113809199	2.546723583	2.980783863	1.424117868	3.226715345	1.446700611	0	2.887894893	2.063983738	2.954907688	1.38859268	0	0	1.606149725	1.532597653	1.155810239	1.402061098	3.01029742	1.207745937	0	1.74929246	0	2.0980561	2.055048158	1.24682268	2.638012251	2.524918442	0	1.559569623	1.768413288	1.027870292	2.226549884	0	0	1.764009039	0	3.010201799	0	2.068108813	0	0.994229264	3.339084964	0.935642439	0.774135494	0.874356451	1.532689248	2.08756949	0.939252391	1.176057528	2.565180491	1.051667294	3.135188356	2.114782577	0	0	3.124216291	0.985416659	2.744781046	1.414067089	2.223806465	1.864957513
M198.0243T58	2.154871709	1.837684697	0.773638023	1.474461053	1.826766072	1.309300475	0.851891983	1.514099043	1.715533516	1.543414891	2.200089559	1.723483825	0.918974167	1.588357632	1.349957393	1.591073611	2.176782618	2.21804318	1.883584815	1.701156285	1.534516552	2.017433822	1.184775946	1.394432618	1.9292123	1.062967034	0	1.329048208	1.494109927	1.30180615	0	0	0.968931192	1.085893417	1.497182695	1.523698117	2.036161654	1.652015814	1.711527325	1.795115792	1.353423472	1.61304198	0	1.944809307	1.221065655	1.655536322	2.053530982	0	1.99041043	0.580437949	1.349733117	1.27091663	1.787523926	0.994252834	2.415095745	0.652050757	1.7329249	0.922179172	1.82477955	2.191395536	0.933187258	1.610836205	1.41334472	1.4809786	1.313303851	1.325581404	2.271153308	0	1.361365666	1.957391942	1.476304863	1.23148115	1.884500824	1.676555818	1.207607192	1.186781845	1.469414814	1.380877262	1.200993828	0.865252438	1.16643596	0.752111984	1.67480615	0.966662781	1.314477396	1.600231173	0.718503886	1.137252601	1.497872964	1.770297651	2.434357962	1.820211094	1.152493887	1.102462416	0	1.390256727	1.378162043	1.24448073	1.3328649	1.68018875	2.50069022	1.458705718	1.46286796	1.337624427	0.917776405	1.281330026	1.858572603	1.555019514	0.894891905	1.529480661	1.433027629	0	2.330242638	1.542046512	0.652216152	1.060557747	1.960172186	1.63846863	1.597827975	1.681213818	2.320762514	2.251516157	1.602211534	1.090234938	1.212436857	0	1.29234703	0.948586844	1.297529925	1.631320577	1.417267303	1.644111723	1.351440218	1.885804228	1.617778405	1.444484536	1.613978366	0.714541801	1.667216686	1.392301116	1.408632855	1.457327705	1.490779862	1.226240874	2.46366149	1.86373104	2.338548955	1.656049631	0	1.630995553	1.038501659	1.857979208	1.844137029	1.548330664	1.557418655	0	2.061511353	2.372612214	1.796205142	1.63570837	1.166698237	1.437630635	1.482884574	1.217384439	1.914125357	2.779235942	1.620489178	1.08579714	1.234055513	1.162060249	0	0.677387618	1.079354128	0.855043031	2.002005542	1.199244972	0.818255797	2.194650669	2.784785186	1.972876756
M198.0398T268	2.681729214	2.28023116	2.641400216	1.868401262	1.701512838	2.058233833	1.639944525	1.786448638	2.687347869	2.170165703	2.001831325	2.567281718	1.119406154	1.937153132	2.162289759	2.317980403	1.742605902	3.272942707	2.398661096	2.472379954	2.528159991	1.776298139	3.086943919	1.936394415	3.173499597	2.122088379	1.386020177	1.304600978	2.961502594	3.873856473	1.681341786	0.736064378	1.208033149	1.537132596	1.944554779	2.76010514	2.191137027	3.18642673	3.749187918	1.45582646	1.111157706	3.092959642	1.513731185	1.694946167	2.13820086	1.985998829	1.460689466	0.557725785	2.041658364	2.918699099	1.802492687	2.444255891	1.671104458	1.97205039	3.456614758	3.34267358	2.710404142	2.260070631	2.10345336	2.513351417	1.66189209	2.095595507	2.922204119	1.943013218	0.913549356	2.908232936	2.199720823	3.568082613	2.150356798	2.117064219	2.949056605	2.039650842	2.159743827	3.201422486	2.470953816	2.342941938	3.181666084	2.70664515	1.070306265	2.265547906	2.77864197	2.184543153	2.690582309	1.855002549	1.004940501	2.117971988	2.367548748	3.520301163	3.165774756	2.666578921	0	1.177692324	2.24280092	2.565413764	1.688630106	1.827064789	1.533381473	3.024760832	2.208315	2.852716527	2.120535838	2.100506274	0	1.820739999	2.09389444	2.44665479	2.701432159	3.227567811	1.651931315	2.199801575	2.976587119	3.247110271	2.599464855	1.309443173	2.656540809	1.827532256	2.942621005	1.69336198	1.999725255	2.875461027	1.01976424	2.37528144	2.141399796	2.473760709	1.798661408	3.129054798	3.126157353	2.207876395	3.46329627	1.949612898	3.566894299	0.877515176	2.219615877	2.338304977	2.37339432	1.329155928	3.917822705	3.868555673	1.099174886	2.058083023	3.021766737	2.356117194	4.067690449	3.055001929	2.773272987	3.238549376	4.578998083	2.809703019	1.863537672	1.45973604	1.09153125	3.432702938	3.39338974	3.221529521	3.262984315	2.585258721	2.544339092	3.469767674	0	1.850424049	1.972506587	1.521827658	2.763621679	0.854295548	2.464791342	1.948023073	1.559251436	0.838915834	2.689178902	1.824662753	1.85778058	2.230004434	1.6081072	0.935040152	2.345157214	1.98454997	1.993291652	2.204744181	1.711295178	2.786703201
M198.0398T335	0	0.945470226	1.018597866	1.062585056	0	2.009468712	1.247302418	2.158565163	1.725127371	0	1.440092657	0.892158393	1.089734266	1.038164704	1.36052839	1.115898591	0.938173696	0	1.863878529	0	1.219780682	0.66844522	1.713139079	0.949016133	1.033714273	1.242563481	0	0	1.891615263	1.026073966	0	1.370747417	0	1.481112317	0	0.738865015	0	0.781060149	0	1.647938495	1.063757458	2.008595478	1.163387533	0.889140208	1.486047401	0.842623737	2.047973558	1.723920428	1.093504669	1.435579805	1.618497913	1.416245145	1.79270105	1.489549323	1.586058658	1.550969979	0.765315354	2.238710916	1.547267439	1.380015607	0.660764686	1.623814275	1.234077183	0.879684121	0.848408377	1.212395438	1.886198159	0.990752435	2.132998191	0	0.901915004	0.792496807	1.829825704	0.780055131	0	0.430969782	1.153926815	2.05094936	0	1.461357384	0	0.898366207	2.068664029	0	0	1.6088146	0	1.640259888	1.286527653	1.104518012	1.706933417	1.405418212	0.919524144	1.820081018	1.627736456	0	0	0	2.285139563	0	1.355419268	1.44924284	1.249614492	1.374371145	1.7276133	1.06788309	0	1.115439205	1.346943155	2.076898598	0	0.928079359	2.536390374	1.566555916	1.645336257	1.201747767	0	1.578849193	1.187029015	1.532264869	1.03140289	1.823117665	1.616094439	0.710851749	2.14314502	1.802304066	2.449414882	1.825681214	1.36976086	2.120648466	1.726717652	1.043424773	1.319005972	1.898201378	1.907689505	1.156446324	0	1.685538817	0	1.581868817	1.611078543	1.663583234	0	2.111689472	1.948628325	0	0	1.514765854	1.870169398	1.159524077	0	1.44530232	1.565281627	0.930063662	0.808721227	0.881939772	1.955123989	1.120253123	1.152454823	1.188246282	0	1.807481094	0	1.480632224	2.433776186	1.876475559	1.783995025	0.944090711	0	1.475345208	1.361174039	1.558144666	1.268327853	2.068021764	1.532868843	1.272301643	0	1.880366253	1.104722425	2.18071577
M198.0483T225	1.34071671	2.199067712	1.640469127	1.70845395	2.287651449	2.283875738	2.210910685	2.130972152	2.471827309	1.769452723	1.552486792	2.240299067	1.470208047	1.704022752	2.454538946	2.304274188	2.407018214	0.972382719	1.802005634	1.958244655	1.874305982	2.261825332	2.292838382	1.786155948	2.676243934	2.29841457	1.809902554	2.178882786	2.369039314	1.552310522	2.124594933	2.357193733	1.348526347	2.509805503	1.906073501	2.123308507	0.963728389	2.281714581	0.965053081	2.431328613	1.963838708	2.20463667	2.215907259	1.86798624	2.490777392	2.269750045	2.704624428	2.48228073	1.116316697	2.366787843	2.440204418	2.177780049	2.619699068	2.445798548	2.490359129	2.422136323	1.726202417	2.222137597	1.633199303	1.820408757	2.330420374	1.941677892	1.964111735	2.368692723	3.020983624	2.529823506	1.848333452	2.134753681	2.375156387	2.426172918	2.140737636	2.365640671	2.14195694	2.417524801	2.316437011	2.093146525	1.737979288	2.121350456	2.409378479	1.894300952	2.257953046	2.516402662	2.29866324	2.504911429	2.261535917	2.500945652	2.099655662	2.307385503	2.493679568	1.827649197	1.820869005	1.012295572	2.02968019	2.257100664	2.250531912	2.604191287	2.525026865	2.233984904	2.537188785	2.173710706	2.665797079	2.388689731	1.97319945	2.681035311	2.196463503	2.398669492	2.501638195	2.089448522	2.264855031	2.123203696	1.91269367	2.081003932	2.248806395	2.320577951	2.37912205	2.257464313	1.412277516	2.237187064	2.578313405	2.551256875	2.490538388	2.493110219	1.818413316	2.34852781	2.223619612	2.51512202	1.888556897	2.419972549	1.844976092	2.546999311	2.11672226	2.536681515	2.554899079	2.341377426	2.368323337	2.361765114	2.49116591	2.432858962	2.318669692	2.622673762	1.555604771	2.421486558	1.873058846	2.453019708	2.431708605	1.938883664	2.310535752	2.211524195	2.440856427	2.36245129	2.384917133	2.235190491	2.059453181	2.243568783	2.449053777	2.086414831	2.037523354	2.525782071	1.192027441	2.54089644	2.002974482	2.239890963	2.133889226	2.468194056	2.558089389	2.271356899	2.29315325	2.280614786	2.166539411	2.303416269	2.03204737	2.509041291	2.429753487	2.171036186	2.400531575	1.909733205	2.250430794	2.399264237	2.222153967	2.405968981
M198.0704T259	0	1.205196256	1.496188228	1.686270602	1.580827619	2.293086482	1.616055032	0.851265119	1.905762204	2.300896203	1.925672877	1.688030268	1.192054063	0.957852072	1.561872116	2.277460136	1.747700005	0.872065967	1.870269167	1.841629288	1.622609975	2.296183683	2.34550229	1.008791066	2.103548969	1.92017497	0	1.516461637	1.379184937	1.778292815	2.001338188	2.155734956	1.140348994	0	1.333569752	2.176697546	0	1.855575173	1.469619649	2.040889914	1.747846561	2.061249869	2.003132197	1.544574841	2.092486455	1.592232563	1.272249692	1.212195776	1.659754683	2.122064572	1.587533106	1.247747688	2.006552749	2.214945748	2.227514284	1.862999457	2.07022251	0.580854982	2.20932023	2.152599319	2.028535448	2.25708336	1.863350242	1.382604446	0	2.006344609	2.161169442	2.098747462	1.891561906	2.935340455	1.951023416	1.460898292	2.260925467	1.93028673	1.706431116	1.741034567	2.309827972	1.897893966	1.660890181	0	1.974487163	2.217536811	1.536299502	2.32611463	0	1.914711108	1.76310529	1.775860217	2.539887846	2.463565997	1.378861521	1.396311149	1.649978439	2.53296806	0.669977271	2.183099012	1.884570463	2.130535728	1.971374604	2.259737995	2.142829844	0.652114778	1.478652204	2.24717652	1.538107028	2.107954666	2.234148562	2.117400953	2.067632203	2.371485741	2.053327522	2.066970957	2.227116697	1.834583688	2.034821637	2.011959619	2.003263079	1.753022941	2.053129257	2.125871753	2.101317007	0	1.743643785	2.454381784	1.880070458	2.083042588	1.958495806	2.339130386	2.503435527	1.582914226	1.894501251	1.766226091	2.232944828	1.01317543	2.47164087	1.039798842	2.351037294	1.475601042	1.874084461	1.968388293	2.146240203	1.082999671	2.504989034	1.940410648	2.359113812	1.995168172	2.68731166	2.338686612	1.486917407	2.007129072	0.712713367	1.852862345	1.715872773	1.749355509	1.87548625	1.279346381	0.914881121	2.307949378	1.435362256	1.452774674	0	1.470389145	1.523068021	0	1.677424664	2.019896965	1.543237617	0.636334226	2.044078791	0	2.450648986	1.300703	1.134126952	0	2.464998753	1.994437274	2.304562702	2.066261247	1.811129422	1.756472727
M198.0759T272	2.172396405	2.15332552	1.763463893	1.901864743	2.205661825	2.276823861	1.821862273	2.148716421	2.149116429	2.017494955	2.457442065	2.485080954	2.010173893	1.683209542	2.602494718	2.371952064	2.048521515	1.967765553	2.697444054	2.730191764	2.220391683	2.556636425	2.111839135	1.849641927	1.858536389	2.054570932	1.79132407	2.319310005	1.69223518	1.990802383	2.419432143	2.158848053	1.952162581	2.180585231	1.897958015	2.278400116	2.274808942	2.670424788	0.916828652	2.47709056	1.552498241	2.239713478	2.690727301	2.054622017	2.241048309	2.163643021	1.783540535	2.843160432	2.273783148	2.704291774	1.959129532	1.421196812	2.413652731	2.567901588	1.874717382	2.32347745	2.096680015	2.243041388	2.338649385	1.886478676	2.528878811	3.117424495	2.329590663	3.132352226	2.662709908	1.748770464	2.959067458	2.095732535	2.170373287	3.22142802	1.922264241	2.935006212	2.441056698	1.658735406	2.12934436	2.528274217	2.751866568	2.336785482	1.973641198	1.570851973	1.914728737	2.813501636	1.828355598	2.71939359	2.1358094	2.078567335	2.116314412	2.925119691	2.811162919	1.956798423	0	2.324521961	1.805088395	2.605154783	2.457340881	2.616860225	2.055357234	1.957994397	2.188285642	2.466329801	0	2.971692297	1.382357701	2.212310384	2.743787284	2.695877447	2.64576693	2.085118988	2.345964975	3.032796357	2.01326749	1.922887583	2.657970454	2.338808457	2.028807576	2.397005778	2.601594151	2.221596064	2.268447802	2.171185144	2.421926967	2.366383576	3.149097697	2.305554231	2.069160376	2.169030485	1.76784792	2.384600281	1.344920829	2.177532222	1.851660404	2.64462238	2.944303366	2.59642265	2.400180864	0	3.242842045	2.824175061	3.112272404	2.53837208	2.11283631	1.737313775	2.25733325	2.676953427	1.995566385	2.911758437	2.849871883	2.377589259	2.062657959	2.542036985	1.69374516	2.372899222	1.919882051	1.983184875	1.915367109	1.856765839	1.927756185	2.159074709	1.882323834	1.727266415	2.110565846	2.079439931	1.91923798	0	3.045155481	2.470164979	2.084963623	1.737400788	2.637443367	1.808390809	2.246783689	1.985920586	1.796015874	2.03434239	2.742591475	2.179262173	2.937834676	2.608449088	2.213816138	2.037667286
M198.0844T410	2.497060425	2.782041082	2.892902585	2.727794196	3.188795845	2.910276098	2.142941328	2.941328114	3.076191856	3.32447879	1.859049964	2.803123331	2.834186279	2.622168873	3.359659133	3.356570886	2.963349526	2.142345012	2.800509903	3.226885897	2.906979241	3.315928405	2.828385623	2.763927669	2.894457812	2.702867521	2.621998479	3.158546737	3.062620466	2.746659763	2.246656848	3.257935737	1.301254892	2.742176368	2.743485406	3.00221184	2.014416469	3.082789452	2.637009395	2.126217617	2.876731319	2.579922274	2.912029982	2.127916399	3.358854531	2.778654543	3.325527467	2.99246561	1.79724191	2.994577824	3.093031151	2.999816025	3.187797047	3.284949115	3.527644554	1.868345461	3.134759482	2.686992431	2.931027017	3.080032941	2.897511773	3.307989052	3.00767016	2.321715577	3.034130677	3.105043821	2.784353217	2.615238558	2.948906513	3.578891287	2.820787595	3.604447669	3.040911101	2.549564098	2.576432093	3.059647929	2.143893004	2.730141124	3.327842736	2.841415512	3.040122052	2.980979862	3.173275612	3.326457771	3.399906762	3.4607523	2.637059987	3.207695027	3.131952263	3.147419431	2.953119438	2.62848896	1.4197845	3.17511761	3.253483725	3.512744292	2.869635819	3.426654235	3.033824038	3.157996118	3.50734945	2.510875917	2.713091162	3.217381187	1.911839648	3.139873239	3.086972042	3.159712439	2.893420922	2.918687671	2.352065419	1.751403589	3.209726053	3.168478388	2.355612146	2.978877406	2.393672468	3.24326921	3.338189316	3.372804119	3.57950823	3.067134766	2.887626788	2.904935578	2.883077506	3.074936886	2.421134009	3.040908449	2.991539232	3.128621258	3.308966235	2.1470012	3.097705057	2.701579113	3.074036116	3.375877116	3.291509102	2.714559271	2.901636339	2.284830484	2.698226446	3.051740646	2.794131826	3.012053912	3.726565914	2.327900802	2.734936247	2.460657764	2.909760779	3.38439162	3.308986586	2.649021753	2.947560421	2.938933567	2.010879331	2.371886071	2.600235715	3.291296289	3.113602066	2.968570581	2.865331476	2.919283238	1.91767401	3.187657659	2.983442186	2.794773498	3.103090157	2.966070122	2.584909887	3.220587249	2.01464428	2.940180992	3.09951143	2.807001508	3.33039646	2.94639694	3.418403924	2.918738669	3.160375487	3.543755165
M198.1125T452	1.932346086	3.326729824	2.892512645	2.294836975	2.962476214	2.990083222	2.859099116	2.804542328	3.209210304	2.53380701	2.621809941	2.616585218	3.032522277	2.647004953	3.05815306	3.605249997	2.905502321	2.623155799	3.055571938	3.555520461	2.141802704	3.618848771	3.344202151	3.177345315	3.222773254	3.130461943	3.0802454	3.152916782	3.431521134	2.173880622	3.770995405	2.547257738	1.298651674	2.592852403	2.35026124	3.247594148	2.488942245	2.728540875	2.499004542	2.394358625	3.297326388	2.665916086	2.765890906	3.10036146	3.120170442	2.511716938	2.488994065	3.447366607	2.826070946	2.934092463	3.391078614	3.617670535	3.565728586	3.380528066	3.241088001	2.817081047	3.132955276	2.906932109	3.395900401	3.896024782	3.238722867	3.303494821	2.865076623	2.679119455	3.880014159	3.195524494	3.419000571	3.085440771	3.127787691	3.450388845	3.62549463	3.818904461	3.146047511	2.966398698	2.599441594	2.397566906	2.258567397	2.702277021	3.212483013	2.669766105	2.750663781	3.553078642	3.452877574	2.986692255	3.151472036	3.057518031	3.102923108	3.389861267	3.267206062	2.250751789	2.625774005	2.344647348	2.865148855	2.935662934	3.079816121	3.157453274	3.216197507	3.532557479	3.42795072	2.92065597	3.380655596	2.796796791	3.010163974	3.746777432	3.101748955	3.412233756	3.316097265	3.57601022	3.535074023	3.220870142	2.447038455	2.903398267	2.745861048	3.136822968	3.040990106	3.170280108	2.424420964	3.165639715	3.090630797	3.430210716	2.891248881	2.433704184	3.320896948	2.796785724	3.485353681	3.395361778	2.784952088	3.427024869	3.349964359	2.936860068	3.1805794	3.168965142	2.821158036	3.230503775	3.521919114	3.422058117	3.65767405	2.933025275	3.426171589	2.780263077	2.752200141	3.009385173	2.940586548	3.600718792	3.412861232	3.422718495	3.443861187	3.154928003	2.643545599	3.444579303	3.353845486	3.278085818	3.618555086	3.457787038	2.950526694	2.098670846	3.084228449	3.452225706	3.355800429	3.542134934	3.673863744	3.417172578	2.837047251	3.281959347	2.95905546	3.074443346	3.258356881	2.721224742	3.223207058	3.119430979	2.798309211	2.554561819	2.865341227	3.057934776	2.675750442	3.220165278	3.598374927	3.230758968	3.082440258	3.433508164
M198.1125T486	1.694383062	2.504606236	2.04312737	1.902807939	2.657133843	1.678977963	1.753538437	2.323432541	2.297368535	2.243811501	1.928556344	1.5211447	1.864258709	1.916518319	3.119111876	2.561353478	1.743603545	2.347080868	2.630557651	2.719766949	1.928754819	3.437843924	2.146072163	2.891557793	2.222495102	2.050952928	1.072197297	2.33132793	2.141693393	0.940561387	0	1.860237237	1.492915442	2.177825116	1.228523742	2.567038445	0	2.195696353	1.66917702	2.04393148	2.27489087	2.473396727	1.853704589	1.948087975	2.165887646	2.005445576	2.423220972	1.972547177	1.937107441	2.538714262	2.690213919	2.401943937	2.78749365	2.346727977	2.445978001	2.313361192	1.846173796	1.686080259	1.608967733	2.801025137	2.934221608	2.344078481	2.603537883	1.990274064	3.198974091	2.348289814	2.37239388	2.024997859	2.044038078	3.159237609	2.545381792	3.273312636	3.023487383	2.415102607	2.227461029	1.668188115	0	1.739823591	2.108207995	1.887447763	2.544479395	1.809174718	2.336880214	2.963977964	2.51078627	2.43700383	1.521603033	3.179828937	2.721887257	2.291998475	1.32825026	0	1.729746546	2.772222955	2.652709624	2.405247072	2.035543249	3.030281427	2.927022308	2.734032951	2.604070455	2.29796142	1.136873196	3.013152252	2.241324351	3.031508384	2.961408374	2.557179912	2.424816338	2.2755349	2.018050239	1.945042264	2.014549338	3.038814297	2.352572568	2.28398736	1.509917472	2.660718354	3.419824366	2.383124026	2.75979509	2.31463321	1.721655948	2.441707286	2.763685221	2.177214125	2.249614181	2.264285109	2.25568216	2.595911932	2.659607168	2.056252321	2.647431686	1.921063294	2.461882289	2.827167715	2.986502739	2.010215008	2.096365731	1.871051918	1.332917931	0.891634928	2.554828572	2.671690664	2.658335106	2.755357094	1.806760555	1.962605787	2.332729725	2.444350002	2.692081612	2.478626677	2.30317994	2.43451873	2.141844793	2.087239245	1.759061441	2.564283697	2.014746112	2.043805812	3.341739277	2.041730924	1.998406268	2.214668261	1.791420395	0.936413438	3.227810457	1.903517133	1.144241173	2.51778361	2.174965075	2.086487568	1.602343476	2.150765202	2.390764932	2.510964631	3.099595634	2.301971805	2.213383702	2.809813046
